,date,post_count_anger,post_count_disgust,post_count_fear,post_count_joy,post_count_neutral,post_count_sadness,post_count_surprise,score_anger,score_disgust,score_fear,score_joy,score_neutral,score_sadness,score_surprise,close
178,2022-09-19,52.0,2.0,102.0,265.0,550.0,218.0,326.0,1500.0,5.0,2176.0,3597.0,2933.0,1630.0,3098.0,124.6600037
179,2022-09-20,57.0,1.0,83.0,324.0,440.0,205.0,287.0,628.0,1.0,1042.0,12369.0,1947.0,2356.0,4310.0,122.1900024
180,2022-09-21,55.0,1.0,115.0,242.0,449.0,204.0,280.0,844.0,12.0,2878.0,2895.0,2114.0,1906.0,2264.0,118.5400009
181,2022-09-22,47.0,2.0,124.0,257.0,418.0,193.0,307.0,829.0,2.0,1943.0,2676.0,4496.0,4816.0,2405.0,117.3099976
182,2022-09-23,49.0,9.0,93.0,272.0,430.0,212.0,277.0,4700.0,24.0,606.0,8513.0,2220.0,1456.0,3141.0,113.7799988
183,2022-09-26,47.0,2.0,123.0,252.0,484.0,212.0,309.0,1842.0,7.0,2462.0,2669.0,2643.0,1265.0,3055.0,115.1500015
184,2022-09-27,65.0,2.0,121.0,279.0,463.0,200.0,310.0,1308.0,2.0,1319.0,5629.0,4259.0,2726.0,5139.0,114.4100037
185,2022-09-28,61.0,3.0,111.0,294.0,477.0,203.0,318.0,2044.0,388.0,1628.0,2445.0,3053.0,1815.0,5345.0,118.0100021
186,2022-09-29,59.0,1.0,108.0,264.0,426.0,202.0,333.0,1828.0,3.0,1262.0,4555.0,3035.0,2457.0,3246.0,114.8000031
187,2022-09-30,56.0,0.0,122.0,315.0,422.0,197.0,292.0,505.0,0.0,1606.0,2974.0,2941.0,2016.0,4031.0,113.0
188,2022-10-03,67.0,0.0,118.0,273.0,478.0,201.0,333.0,1152.0,0.0,1674.0,1929.0,2634.0,1897.0,1997.0,115.8799973
189,2022-10-04,62.0,0.0,109.0,241.0,451.0,211.0,322.0,1729.0,0.0,1877.0,2813.0,2484.0,2056.0,2281.0,121.0899963
190,2022-10-05,64.0,2.0,112.0,256.0,423.0,186.0,310.0,1450.0,3.0,1677.0,3093.0,2026.0,1873.0,2599.0,120.9499969
191,2022-10-06,52.0,2.0,119.0,314.0,440.0,206.0,312.0,2090.0,12.0,2952.0,4336.0,2773.0,8081.0,4742.0,120.3000031
192,2022-10-07,59.0,1.0,99.0,265.0,373.0,181.0,290.0,2700.0,1.0,1114.0,7439.0,2820.0,1512.0,4187.0,114.5599976
193,2022-10-10,46.0,0.0,80.0,316.0,442.0,189.0,308.0,454.0,0.0,579.0,5462.0,4326.0,1178.0,7430.0,113.6699982
194,2022-10-11,62.0,2.0,103.0,391.0,598.0,230.0,414.0,6739.0,21.0,1687.0,4756.0,5280.0,2105.0,6695.0,112.2099991
195,2022-10-12,41.0,3.0,133.0,326.0,497.0,213.0,367.0,274.0,34.0,1118.0,3987.0,3570.0,3751.0,2701.0,112.9000015
196,2022-10-13,40.0,1.0,126.0,327.0,458.0,223.0,360.0,1219.0,1.0,1089.0,9621.0,3209.0,1727.0,4318.0,112.5299988
197,2022-10-14,58.0,1.0,101.0,294.0,415.0,198.0,334.0,610.0,5.0,1622.0,14966.0,4472.0,1952.0,17359.0,106.9000015
198,2022-10-17,83.0,4.0,135.0,340.0,533.0,196.0,346.0,2439.0,20.0,1485.0,3075.0,3118.0,7038.0,4783.0,113.7900009
199,2022-10-18,80.0,6.0,115.0,337.0,558.0,217.0,350.0,15861.0,51.0,8807.0,3294.0,3984.0,2434.0,11134.0,116.3600006
200,2022-10-19,81.0,0.0,143.0,345.0,540.0,206.0,354.0,3822.0,0.0,1699.0,3485.0,3209.0,4485.0,5727.0,115.0699997
201,2022-10-20,53.0,3.0,148.0,296.0,603.0,212.0,341.0,2401.0,33.0,1369.0,3595.0,3538.0,1897.0,5220.0,115.25
202,2022-10-21,60.0,2.0,120.0,302.0,504.0,180.0,328.0,2170.0,57.0,2079.0,9691.0,3805.0,8656.0,2709.0,119.3199997
203,2022-10-24,54.0,1.0,127.0,392.0,771.0,204.0,329.0,877.0,1.0,2614.0,4726.0,4540.0,3197.0,3890.0,119.8199997
204,2022-10-25,61.0,0.0,109.0,343.0,747.0,237.0,338.0,4673.0,0.0,1402.0,4767.0,2895.0,2983.0,2754.0,120.5999985
205,2022-10-26,64.0,6.0,127.0,322.0,734.0,223.0,325.0,1803.0,29.0,2366.0,3649.0,3105.0,3363.0,3658.0,115.6600037
206,2022-10-27,78.0,1.0,131.0,368.0,693.0,198.0,300.0,2567.0,1.0,1923.0,4643.0,2702.0,6752.0,3881.0,110.9599991
207,2022-10-28,55.0,1.0,130.0,332.0,691.0,234.0,322.0,758.0,4.0,1693.0,2816.0,5802.0,2863.0,3230.0,103.4100037
208,2022-10-31,55.0,0.0,125.0,353.0,716.0,189.0,304.0,841.0,0.0,7451.0,3503.0,4499.0,2500.0,2684.0,102.4400024
209,2022-11-01,57.0,2.0,107.0,365.0,687.0,197.0,312.0,1202.0,3.0,812.0,3258.0,7052.0,2558.0,3622.0,96.79000092
210,2022-11-02,60.0,4.0,91.0,341.0,696.0,206.0,334.0,592.0,10.0,2293.0,2586.0,2339.0,6203.0,4046.0,92.12000275
211,2022-11-03,59.0,2.0,107.0,334.0,674.0,207.0,299.0,5759.0,1.0,1134.0,4651.0,3906.0,4105.0,8847.0,89.30000305
212,2022-11-04,48.0,1.0,117.0,354.0,653.0,181.0,333.0,1741.0,2.0,1427.0,4566.0,3910.0,3719.0,4727.0,90.98000336
213,2022-11-07,56.0,3.0,87.0,365.0,650.0,203.0,312.0,711.0,17.0,631.0,3097.0,2185.0,2835.0,3222.0,90.52999878
214,2022-11-08,46.0,0.0,137.0,383.0,630.0,172.0,327.0,3059.0,0.0,2562.0,2998.0,3425.0,1721.0,5781.0,89.98000336
215,2022-11-09,41.0,1.0,115.0,321.0,673.0,198.0,297.0,1102.0,103.0,11733.0,2033.0,5245.0,11184.0,3139.0,86.13999939
216,2022-11-10,53.0,2.0,105.0,383.0,657.0,202.0,291.0,1826.0,2.0,8436.0,3416.0,1936.0,2569.0,11610.0,96.62999725
217,2022-11-11,47.0,3.0,101.0,323.0,683.0,201.0,275.0,1386.0,7.0,991.0,5057.0,2126.0,16602.0,3261.0,100.7900009
218,2022-11-14,64.0,1.0,116.0,342.0,698.0,225.0,300.0,862.0,1.0,2875.0,3234.0,8133.0,3761.0,7818.0,98.48999786
219,2022-11-15,68.0,1.0,124.0,399.0,691.0,207.0,316.0,778.0,1.0,2529.0,3133.0,2791.0,1338.0,1800.0,98.94000244
220,2022-11-16,45.0,3.0,100.0,362.0,618.0,218.0,298.0,694.0,25.0,456.0,8803.0,2154.0,2495.0,3595.0,97.12000275
221,2022-11-17,56.0,1.0,91.0,361.0,631.0,220.0,313.0,6843.0,1.0,1298.0,5104.0,7720.0,2093.0,12580.0,94.84999847
222,2022-11-18,68.0,3.0,108.0,400.0,778.0,196.0,390.0,1674.0,26.0,928.0,3893.0,3592.0,2570.0,2792.0,94.13999939
223,2022-11-21,60.0,1.0,131.0,389.0,1466.0,239.0,387.0,1251.0,0.0,3850.0,4056.0,3564.0,3542.0,2519.0,92.45999908
224,2022-11-22,60.0,2.0,105.0,446.0,713.0,224.0,369.0,3642.0,16.0,654.0,3968.0,3287.0,3905.0,3989.0,93.19999695
225,2022-11-23,60.0,0.0,118.0,483.0,767.0,205.0,378.0,1427.0,0.0,1350.0,3649.0,3634.0,1129.0,5893.0,94.12999725
226,2022-11-25,55.0,2.0,98.0,1095.0,1112.0,242.0,584.0,564.0,0.0,608.0,14717.0,14565.0,2128.0,3420.0,93.41000366
227,2022-11-28,92.0,4.0,113.0,408.0,758.0,233.0,475.0,1075.0,45.0,1527.0,4008.0,4444.0,2433.0,2675.0,93.94999695
228,2022-11-29,67.0,1.0,112.0,371.0,702.0,228.0,347.0,702.0,25.0,849.0,2344.0,2465.0,1903.0,3689.0,92.41999817
229,2022-11-30,78.0,1.0,92.0,432.0,615.0,226.0,337.0,2953.0,60.0,1111.0,3032.0,3366.0,2517.0,3364.0,96.54000092
230,2022-12-01,85.0,1.0,108.0,380.0,606.0,219.0,310.0,1624.0,3.0,2275.0,2884.0,2369.0,1173.0,2783.0,95.5
231,2022-12-02,80.0,2.0,101.0,353.0,673.0,209.0,315.0,5070.0,11.0,999.0,8281.0,4378.0,1974.0,3648.0,94.12999725
232,2022-12-05,91.0,2.0,117.0,363.0,739.0,210.0,383.0,1259.0,21.0,2278.0,9137.0,2409.0,1865.0,3005.0,91.01000214
233,2022-12-06,84.0,4.0,102.0,419.0,721.0,223.0,373.0,1115.0,41.0,1374.0,2881.0,2476.0,4146.0,2811.0,88.25
234,2022-12-07,86.0,2.0,124.0,392.0,728.0,230.0,329.0,2037.0,17.0,2719.0,3280.0,3307.0,2694.0,2239.0,88.45999908
235,2022-12-08,76.0,4.0,95.0,387.0,683.0,225.0,321.0,507.0,16.0,3539.0,4338.0,2601.0,11284.0,3868.0,90.34999847
236,2022-12-09,84.0,1.0,106.0,368.0,734.0,210.0,336.0,481.0,2.0,1703.0,3723.0,2354.0,2763.0,6462.0,89.08999634
237,2022-12-12,89.0,3.0,136.0,385.0,751.0,226.0,339.0,7404.0,10.0,3174.0,4769.0,3144.0,1853.0,3809.0,90.55000305
238,2022-12-13,84.0,2.0,105.0,381.0,741.0,221.0,313.0,630.0,39.0,3070.0,3613.0,2451.0,2088.0,2657.0,92.48999786
239,2022-12-14,86.0,5.0,108.0,404.0,766.0,216.0,317.0,1725.0,49.0,1463.0,2997.0,2306.0,3953.0,2245.0,91.58000183
240,2022-12-15,71.0,2.0,114.0,420.0,688.0,249.0,331.0,3346.0,9.0,834.0,2659.0,1618.0,8449.0,5821.0,88.44999695
241,2022-12-16,66.0,0.0,137.0,368.0,694.0,260.0,312.0,1703.0,0.0,10602.0,5440.0,2593.0,5120.0,9084.0,87.86000061
242,2022-12-19,98.0,1.0,130.0,368.0,700.0,243.0,314.0,3025.0,0.0,1444.0,2841.0,2976.0,2448.0,2489.0,84.91999817
243,2022-12-20,94.0,2.0,117.0,395.0,768.0,244.0,379.0,1013.0,16.0,2749.0,6353.0,2330.0,2023.0,19260.0,85.19000244
244,2022-12-21,85.0,1.0,114.0,372.0,770.0,210.0,329.0,2186.0,16.0,1628.0,4415.0,2605.0,1561.0,4477.0,86.76999664
245,2022-12-22,80.0,2.0,103.0,354.0,719.0,187.0,351.0,534.0,5.0,1353.0,4821.0,2266.0,20500.0,4592.0,83.79000092
246,2022-12-23,86.0,1.0,126.0,340.0,751.0,224.0,272.0,777.0,2.0,1063.0,2694.0,10146.0,2662.0,5933.0,85.25
247,2022-12-27,92.0,2.0,118.0,427.0,932.0,283.0,392.0,797.0,10.0,4642.0,6415.0,3524.0,1453.0,2893.0,83.04000092
248,2022-12-28,103.0,3.0,123.0,401.0,886.0,291.0,368.0,1470.0,5.0,3823.0,3484.0,3356.0,3083.0,2199.0,81.81999969
249,2022-12-29,89.0,1.0,105.0,486.0,942.0,270.0,447.0,5196.0,1.0,6083.0,5394.0,2792.0,6258.0,3842.0,84.18000031
250,2022-12-30,81.0,2.0,121.0,357.0,795.0,290.0,397.0,226.0,15.0,1557.0,3364.0,3212.0,1983.0,6193.0,84.0
